productid,date,saleprice
11359,3/22/05,113.68
12863,3/22/05,112.08
13065,3/22/05,35.46
15027,3/22/05,95.75
17204,3/22/05,56.85
18031,3/22/05,154.27
19522,3/22/05,279.56
20496,3/22/05,33.04
22535,3/22/05,120.55
23435,3/22/05,4.23
25244,3/22/05,8704.73
678,3/23/05,443.88
1540,3/23/05,137.71
2135,3/23/05,164.3
2280,3/23/05,321.68
4766,3/23/05,184.23
4887,3/23/05,228.37
7060,3/23/05,114.79
9697,3/23/05,207.46
10727,3/23/05,67.2
11285,3/23/05,45.65
14915,3/23/05,10.85
15792,3/23/05,128.26
21871,3/23/05,11.6
24062,3/23/05,192.41
704,3/24/05,106.85
925,3/24/05,207.36
2107,3/24/05,72.76
5802,3/24/05,384.49
6871,3/24/05,69.69
8166,3/24/05,418.94
9492,3/24/05,136.98
9507,3/24/05,106.12
10073,3/24/05,139.96
13733,3/24/05,166.04
17086,3/24/05,228.35
18093,3/24/05,250.65
24744,3/24/05,56.93
2100,3/25/05,404.36
3143,3/25/05,230.33
4262,3/25/05,240.48
5559,3/25/05,181.82
6093,3/25/05,238.49
6537,3/25/05,232.43
9672,3/25/05,199.91
18817,3/25/05,154.75
2872,3/26/05,87.86
3214,3/26/05,375.32
7176,3/26/05,27.48
14819,3/26/05,15.52
17165,3/26/05,165.76
17694,3/26/05,155.45
19157,3/26/05,52.12
21251,3/26/05,286.69
23092,3/26/05,122.32
24593,3/26/05,273.24
1081,3/27/05,432.47
1645,3/27/05,9.13
2881,3/27/05,144.78
6810,3/27/05,148.04
8348,3/27/05,211.44
8377,3/27/05,367.46
23469,3/27/05,229.89
63,3/28/05,260.52
2785,3/28/05,129.7
6505,3/28/05,192.4
7602,3/28/05,22.17
8717,3/28/05,384.98
12293,3/28/05,172.92
15633,3/28/05,308.58
16302,3/28/05,54.51
16381,3/28/05,136.06
24396,3/28/05,69.44
1590,3/29/05,310.96
1875,3/29/05,6.61
2673,3/29/05,206.54
7864,3/29/05,115.91
11573,3/29/05,65.33
12740,3/29/05,134.87
13518,3/29/05,186.53
14299,3/29/05,102.02
23352,3/29/05,294.04
134,3/30/05,15.9
1661,3/30/05,112.22
5276,3/30/05,82.63
6855,3/30/05,111.39
8133,3/30/05,63.96
9789,3/30/05,251.81
10727,3/30/05,73.04
16148,3/30/05,103.86
16526,3/30/05,75.57
18099,3/30/05,79.55
18771,3/30/05,236.47
21638,3/30/05,278.07
22841,3/30/05,147.07
23989,3/30/05,171.36
41,3/31/05,438.21
2187,3/31/05,225.11
4677,3/31/05,233.57
6047,3/31/05,192.76
6585,3/31/05,142.72
7510,3/31/05,101.98
16342,3/31/05,162.92
16450,3/31/05,461.56
17972,3/31/05,37.26
19599,3/31/05,61.5
20659,3/31/05,209.52
231,4/1/05,92.49
956,4/1/05,78.1
972,4/1/05,75.33
1499,4/1/05,248
1980,4/1/05,37.39
5594,4/1/05,378.31
6319,4/1/05,347.72
7831,4/1/05,151.24
14571,4/1/05,30
15576,4/1/05,85.59
19896,4/1/05,139.04
21095,4/1/05,35.71
325,4/2/05,173.49
2392,4/2/05,206.81
3666,4/2/05,21.29
5091,4/2/05,52.35
5113,4/2/05,87.96
5317,4/2/05,437.18
7850,4/2/05,227.75
8741,4/2/05,115.92
8968,4/2/05,244.19
9137,4/2/05,124.17
11605,4/2/05,230.86
14070,4/2/05,15.41
16877,4/2/05,261.17
20914,4/2/05,41.04
22308,4/2/05,307.07
24454,4/2/05,366.15
24960,4/2/05,150.83
1834,4/3/05,14.67
5597,4/3/05,246.2
6268,4/3/05,154.68
7016,4/3/05,230.74
8114,4/3/05,160.19
11549,4/3/05,191.17
12126,4/3/05,82.21
14557,4/3/05,144.06
14664,4/3/05,26.3
15643,4/3/05,366.87
15990,4/3/05,162.42
17291,4/3/05,151.3
18122,4/3/05,185.07
20194,4/3/05,402.27
20657,4/3/05,159.09
25158,4/3/05,3350.54
2059,4/4/05,330.04
2793,4/4/05,93.12
3077,4/4/05,32.19
5548,4/4/05,121.39
6733,4/4/05,164.22
7693,4/4/05,126.4
8463,4/4/05,31.41
10273,4/4/05,52.51
15770,4/4/05,264.7
16784,4/4/05,213.57
17173,4/4/05,211.43
22463,4/4/05,405.89
23544,4/4/05,87.51
23978,4/4/05,70.36
1224,4/5/05,184.62
2882,4/5/05,313.37
5564,4/5/05,231.09
9689,4/5/05,60.6
10548,4/5/05,123.95
10834,4/5/05,205.18
11938,4/5/05,49.02
13969,4/5/05,107.94
20227,4/5/05,85.86
20622,4/5/05,326.38
21304,4/5/05,86.95
22932,4/5/05,16.47
23936,4/5/05,409.67
1866,4/6/05,363.27
2123,4/6/05,98.8
3182,4/6/05,288.31
5654,4/6/05,275.04
9444,4/6/05,54.94
10023,4/6/05,24.25
10313,4/6/05,181.03
12312,4/6/05,146.33
15223,4/6/05,156.68
16102,4/6/05,248.06
19266,4/6/05,254.16
19808,4/6/05,455.56
21321,4/6/05,82.11
23257,4/6/05,435.14
23967,4/6/05,288.99
1539,4/7/05,365.72
2848,4/7/05,61.39
6555,4/7/05,16.6
6817,4/7/05,202.68
7600,4/7/05,198.18
11058,4/7/05,414.64
13028,4/7/05,125.32
15194,4/7/05,63.7
19693,4/7/05,117.42
22561,4/7/05,199.13
352,4/8/05,152.26
564,4/8/05,135.03
2017,4/8/05,275.48
2781,4/8/05,239.28
3104,4/8/05,78.93
6372,4/8/05,100.28
6984,4/8/05,196.96
7010,4/8/05,161.41
7139,4/8/05,138.06
8936,4/8/05,249.47
9131,4/8/05,67.67
13890,4/8/05,249.07
14073,4/8/05,417.93
14487,4/8/05,136.86
15599,4/8/05,393.69
17497,4/8/05,75.71
20746,4/8/05,7.77
22693,4/8/05,74.16
555,4/9/05,221.3
2758,4/9/05,155.95
4618,4/9/05,310.24
5716,4/9/05,121.67
7166,4/9/05,404.24
8833,4/9/05,235.34
9502,4/9/05,13.53
14825,4/9/05,20.58
16258,4/9/05,87.87
16449,4/9/05,309.23
16659,4/9/05,68.18
17345,4/9/05,351.95
18387,4/9/05,130.65
19703,4/9/05,208.75
21134,4/9/05,145.9
22465,4/9/05,360.34
25169,4/9/05,215.9
703,4/10/05,249.64
2053,4/10/05,298.04
2246,4/10/05,41.04
6833,4/10/05,5.72
7483,4/10/05,121.34
7486,4/10/05,8.6
8965,4/10/05,51.41
9873,4/10/05,19.47
13458,4/10/05,279.24
16119,4/10/05,92.18
19544,4/10/05,168.89
20914,4/10/05,37.05
21405,4/10/05,355.65
23855,4/10/05,484.57
353,4/11/05,248.37
2167,4/11/05,91.77
2675,4/11/05,184.3
2696,4/11/05,63.11
2776,4/11/05,4.23
3311,4/11/05,115.89
7047,4/11/05,38.12
12777,4/11/05,145.34
13797,4/11/05,227.38
14633,4/11/05,39.3
14983,4/11/05,304.17
18800,4/11/05,448.96
18922,4/11/05,202.81
22883,4/11/05,59.28
762,4/12/05,385.04
2141,4/12/05,74.66
5113,4/12/05,65.27
5710,4/12/05,197.71
6144,4/12/05,91.09
8411,4/12/05,22.83
11161,4/12/05,326.21
13173,4/12/05,13.57
13848,4/12/05,178.98
14823,4/12/05,148.92
20218,4/12/05,90.94
21948,4/12/05,371.37
22803,4/12/05,389.62
24597,4/12/05,395.57
380,4/13/05,58.53
1758,4/13/05,115.63
4828,4/13/05,118.94
5687,4/13/05,65.84
7534,4/13/05,485.4
7931,4/13/05,235.02
8250,4/13/05,31.76
11594,4/13/05,242.33
12388,4/13/05,228.81
16758,4/13/05,309.28
17390,4/13/05,380.66
18715,4/13/05,50.78
21319,4/13/05,178.21
23685,4/13/05,145.23
25117,4/13/05,5478.58
1810,4/14/05,82.52
2507,4/14/05,236.41
5466,4/14/05,363.86
6335,4/14/05,268.39
10771,4/14/05,151.38
14674,4/14/05,82.64
16795,4/14/05,293.02
17573,4/14/05,346.88
19188,4/14/05,280.48
19467,4/14/05,138.23
20107,4/14/05,28.33
22317,4/14/05,192.65
22501,4/14/05,2.14
24003,4/14/05,74.8
1475,4/15/05,286.72
3512,4/15/05,53.08
4023,4/15/05,121.64
6290,4/15/05,310.05
6728,4/15/05,16.83
7512,4/15/05,281.01
21030,4/15/05,7.08
22993,4/15/05,421.82
23029,4/15/05,276.43
797,4/16/05,39
1436,4/16/05,250.53
5621,4/16/05,263.75
6218,4/16/05,321.35
6342,4/16/05,108.9
10530,4/16/05,46.68
10975,4/16/05,274.94
14917,4/16/05,102.18
15290,4/16/05,67.79
16124,4/16/05,278.89
17709,4/16/05,67.21
18557,4/16/05,134.56
18734,4/16/05,266.7
20268,4/16/05,122.85
21124,4/16/05,307.63
21741,4/16/05,19.1
581,4/17/05,79.67
4051,4/17/05,217.38
6449,4/17/05,66.03
7319,4/17/05,108.74
7963,4/17/05,34.88
11501,4/17/05,117.84
11785,4/17/05,163.64
14041,4/17/05,182.77
14367,4/17/05,321.13
14958,4/17/05,143.77
18285,4/17/05,187.3
20475,4/17/05,189.38
24357,4/17/05,263.83
24735,4/17/05,192.71
922,4/18/05,280.49
7721,4/18/05,368.02
8422,4/18/05,271.65
9435,4/18/05,158.21
13331,4/18/05,35.94
13969,4/18/05,104.14
17555,4/18/05,447.07
20373,4/18/05,53.64
21326,4/18/05,145.34
21664,4/18/05,92.1
22434,4/18/05,260.35
24531,4/18/05,66.53
917,4/19/05,180.8
1945,4/19/05,181.4
3084,4/19/05,138.98
6000,4/19/05,25.71
7048,4/19/05,79.88
13420,4/19/05,251.88
14876,4/19/05,147.17
15284,4/19/05,40.37
15505,4/19/05,103.2
16491,4/19/05,70.94
20541,4/19/05,278.55
20754,4/19/05,430.26
22967,4/19/05,159.54
24361,4/19/05,268.6
6160,4/20/05,235.64
6517,4/20/05,320.34
6596,4/20/05,14.7
14824,4/20/05,31.68
15277,4/20/05,64.49
17074,4/20/05,195.36
20851,4/20/05,414.32
21092,4/20/05,97.53
22101,4/20/05,264.06
24328,4/20/05,105.36
1783,4/21/05,35.24
3072,4/21/05,16.8
3845,4/21/05,29.6
5762,4/21/05,258.08
6190,4/21/05,446.31
7055,4/21/05,148.38
8120,4/21/05,30.65
9471,4/21/05,320.79
12672,4/21/05,67
18651,4/21/05,387.53
19176,4/21/05,35.81
22065,4/21/05,16.84
22641,4/21/05,59.32
24263,4/21/05,255.96
2763,4/22/05,2.71
3533,4/22/05,78.62
4631,4/22/05,88.73
6269,4/22/05,277.35
6390,4/22/05,102.65
7477,4/22/05,66.79
7959,4/22/05,96.93
8590,4/22/05,89.94
9298,4/22/05,62.2
9929,4/22/05,136.41
14420,4/22/05,59.03
15130,4/22/05,10.39
15942,4/22/05,411.67
16165,4/22/05,197.99
16955,4/22/05,157.05
16999,4/22/05,207.7
19247,4/22/05,11.7
20909,4/22/05,202.61
2140,4/23/05,275.38
3308,4/23/05,67.18
3593,4/23/05,204.67
4221,4/23/05,276.76
5191,4/23/05,85.15
7720,4/23/05,96.1
8887,4/23/05,11.86
12935,4/23/05,61.26
15113,4/23/05,279.86
18830,4/23/05,368.76
19450,4/23/05,69.79
20866,4/23/05,192.78
2790,4/24/05,334.23
3043,4/24/05,32.34
7073,4/24/05,55.96
7389,4/24/05,173.82
13135,4/24/05,44.58
14551,4/24/05,109.83
14892,4/24/05,45.21
15815,4/24/05,165.24
15841,4/24/05,17.87
17342,4/24/05,102.94
19450,4/24/05,136.68
19478,4/24/05,72.25
129,4/25/05,256.95
1964,4/25/05,47.61
3356,4/25/05,120.53
5198,4/25/05,239.17
9192,4/25/05,17.85
9983,4/25/05,150.6
10784,4/25/05,293.5
11511,4/25/05,309.9
14288,4/25/05,218.28
16965,4/25/05,101.63
19685,4/25/05,86.08
2924,4/26/05,25.99
2975,4/26/05,180.8
7043,4/26/05,193.53
11677,4/26/05,454.25
14666,4/26/05,149.78
15592,4/26/05,55.34
17402,4/26/05,48.91
19752,4/26/05,81.64
927,4/27/05,30.61
2814,4/27/05,4.86
3049,4/27/05,7.53
3653,4/27/05,212.98
4557,4/27/05,30.74
5837,4/27/05,86.37
14481,4/27/05,132.9
14973,4/27/05,264.61
15183,4/27/05,8.47
19044,4/27/05,248.56
651,4/28/05,38.71
2964,4/28/05,121.08
3033,4/28/05,117.7
3402,4/28/05,332.31
4034,4/28/05,153.65
6847,4/28/05,126.82
7913,4/28/05,6.05
9031,4/28/05,240.18
9880,4/28/05,312.03
10261,4/28/05,308.23
11274,4/28/05,282.5
17187,4/28/05,354.47
3556,4/29/05,23.11
6144,4/29/05,29.86
8880,4/29/05,341.91
14983,4/29/05,338.83
16908,4/29/05,115.5
19814,4/29/05,263.43
19965,4/29/05,265.63
20466,4/29/05,80.26
22701,4/29/05,390.02
1836,4/30/05,206.82
3950,4/30/05,199.33
4741,4/30/05,31.92
5905,4/30/05,298.83
6221,4/30/05,194.72
6266,4/30/05,390.15
11339,4/30/05,254.78
11423,4/30/05,261.03
17390,4/30/05,380.66
18561,4/30/05,25.67
18825,4/30/05,130.06
19319,4/30/05,382.23
19645,4/30/05,271.32
22615,4/30/05,405.48
23158,4/30/05,235.93
24503,4/30/05,307.79
25066,4/30/05,5575.32
90,5/1/05,322.03
2063,5/1/05,163
4645,5/1/05,4.04
5895,5/1/05,110.68
5961,5/1/05,59.21
6475,5/1/05,42.36
7589,5/1/05,127.94
9370,5/1/05,158.97
11946,5/1/05,99.71
16337,5/1/05,413.65
16886,5/1/05,465.1
17291,5/1/05,147.49
19014,5/1/05,242.97
20410,5/1/05,169.16
22115,5/1/05,157.44
23504,5/1/05,118.01
23903,5/1/05,271.37
24903,5/1/05,263.24
631,5/2/05,224.67
2080,5/2/05,405.11
3096,5/2/05,314.26
4586,5/2/05,285.28
5279,5/2/05,68.44
8885,5/2/05,190.59
20203,5/2/05,67.48
20837,5/2/05,291.2
20996,5/2/05,195.94
24970,5/2/05,400.95
155,5/3/05,96.05
368,5/3/05,160.16
1081,5/3/05,331.8
3041,5/3/05,77.69
4349,5/3/05,263.59
5192,5/3/05,199.36
5754,5/3/05,248.22
7538,5/3/05,52.78
7819,5/3/05,171.66
14295,5/3/05,349.89
14550,5/3/05,194.24
18984,5/3/05,269.31
19483,5/3/05,352.86
21055,5/3/05,393.27
21313,5/3/05,47.56
21626,5/3/05,320.64
22289,5/3/05,172.1
24912,5/3/05,139.95
232,5/4/05,36.94
1096,5/4/05,208.54
2279,5/4/05,53.89
6631,5/4/05,64.98
8952,5/4/05,91.19
17319,5/4/05,87.62
21501,5/4/05,186.61
22239,5/4/05,219.31
24807,5/4/05,134.33
2634,5/5/05,246.17
3778,5/5/05,126.06
7205,5/5/05,83.1
10866,5/5/05,220.86
12722,5/5/05,212.63
17340,5/5/05,359.55
17806,5/5/05,95.76
22177,5/5/05,39.15
24265,5/5/05,212.6
139,5/6/05,240.9
1106,5/6/05,50.58
2392,5/6/05,206.01
3089,5/6/05,71.66
4930,5/6/05,126.05
6563,5/6/05,109.63
8900,5/6/05,17.75
12655,5/6/05,13.58
14524,5/6/05,410.13
14868,5/6/05,98.05
17230,5/6/05,172.15
20239,5/6/05,225.46
754,5/7/05,196.73
1029,5/7/05,282.63
1225,5/7/05,372.31
1650,5/7/05,164.5
4940,5/7/05,185.7
7721,5/7/05,259.89
7922,5/7/05,204.34
9816,5/7/05,4.69
10494,5/7/05,224.4
10785,5/7/05,160.28
13246,5/7/05,270.25
16789,5/7/05,225.83
20709,5/7/05,236.87
24042,5/7/05,179.68
1157,5/8/05,36.7
1883,5/8/05,301.85
4840,5/8/05,89.73
8996,5/8/05,426.41
10037,5/8/05,440.11
10680,5/8/05,152.75
10972,5/8/05,208.47
12034,5/8/05,62.01
13110,5/8/05,304.03
13363,5/8/05,24.82
14344,5/8/05,164.14
14876,5/8/05,193.73
24951,5/8/05,171.94
1226,5/9/05,32.69
5212,5/9/05,165.17
5567,5/9/05,65.13
5793,5/9/05,152.41
8173,5/9/05,158.03
10032,5/9/05,263.71
11350,5/9/05,93.89
12561,5/9/05,135.74
13983,5/9/05,62.44
15209,5/9/05,446.54
20082,5/9/05,475.47
23806,5/9/05,219.35
729,5/10/05,80.63
1944,5/10/05,265.58
2657,5/10/05,145.89
5453,5/10/05,392.2
5519,5/10/05,169.88
8256,5/10/05,281.81
8975,5/10/05,284.71
10692,5/10/05,170.22
14175,5/10/05,264.82
14185,5/10/05,19.91
19826,5/10/05,212.45
51,5/11/05,206.56
1815,5/11/05,62.14
3234,5/11/05,141.31
5866,5/11/05,414.37
5971,5/11/05,52.84
9814,5/11/05,273.89
10532,5/11/05,290.04
11799,5/11/05,114.76
13497,5/11/05,244.99
14718,5/11/05,251.98
16161,5/11/05,97.07
18117,5/11/05,70.98
20554,5/11/05,57.41
21013,5/11/05,46.78
21833,5/11/05,137.63
23196,5/11/05,120.11
1516,5/12/05,123.13
3121,5/12/05,108.69
4699,5/12/05,23.57
8590,5/12/05,88.48
10148,5/12/05,36.2
13833,5/12/05,241.45
14452,5/12/05,8.22
14536,5/12/05,198.92
16041,5/12/05,373.08
21926,5/12/05,69.33
22512,5/12/05,279.95
22551,5/12/05,326.86
237,5/13/05,138.3
3231,5/13/05,480.14
4441,5/13/05,114.27
6340,5/13/05,460.93
7687,5/13/05,65.34
9801,5/13/05,20.87
13110,5/13/05,288.49
21461,5/13/05,334.57
675,5/14/05,105.87
1721,5/14/05,317.4
6152,5/14/05,279.89
6751,5/14/05,50.39
8808,5/14/05,111.06
9598,5/14/05,206.29
10062,5/14/05,372.83
10113,5/14/05,310.84
13281,5/14/05,63.2
13373,5/14/05,84.28
13954,5/14/05,416.77
15173,5/14/05,298.83
18182,5/14/05,193.96
20509,5/14/05,350.4
23037,5/14/05,422.18
24215,5/14/05,91.13
1097,5/15/05,98.32
1918,5/15/05,419.36
5482,5/15/05,174.43
7927,5/15/05,241.28
8617,5/15/05,258.11
11049,5/15/05,201.92
14569,5/15/05,47.94
17322,5/15/05,194.97
19138,5/15/05,233.9
21235,5/15/05,378.05
23016,5/15/05,101.83
23324,5/15/05,329.85
24117,5/15/05,227.5
208,5/16/05,214.5
2201,5/16/05,364.49
2950,5/16/05,4.68
3908,5/16/05,208.01
7230,5/16/05,473.01
9354,5/16/05,111.58
11745,5/16/05,37.11
11881,5/16/05,22.77
15298,5/16/05,113.95
21593,5/16/05,20.69
22387,5/16/05,116.85
24728,5/16/05,86.92
840,5/17/05,88.32
2638,5/17/05,62.22
3147,5/17/05,52.86
4619,5/17/05,381.15
7280,5/17/05,182.53
8306,5/17/05,151.53
8340,5/17/05,87.98
14514,5/17/05,124.2
14986,5/17/05,365.16
20365,5/17/05,228.85
21515,5/17/05,145.79
22144,5/17/05,19.63
24448,5/17/05,169.15
44,5/18/05,161.53
1272,5/18/05,376.11
1785,5/18/05,474.08
3968,5/18/05,150.31
5141,5/18/05,398.52
5943,5/18/05,73.35
6776,5/18/05,16.45
6778,5/18/05,79.07
7969,5/18/05,78.64
8805,5/18/05,252.55
11229,5/18/05,95.16
15006,5/18/05,205.34
19903,5/18/05,0.62
20045,5/18/05,98.8
21240,5/18/05,130.91
1521,5/19/05,153.26
1708,5/19/05,148.3
3064,5/19/05,489.45
3887,5/19/05,3.83
6901,5/19/05,5.26
7783,5/19/05,115.3
11242,5/19/05,7.53
13912,5/19/05,196.62
14556,5/19/05,247.13
14796,5/19/05,92.42
15105,5/19/05,78.84
18213,5/19/05,418.26
19280,5/19/05,46.98
25164,5/19/05,4823.01
107,5/20/05,18.8
1302,5/20/05,140.51
1884,5/20/05,301.73
4056,5/20/05,178.94
6273,5/20/05,259.2
8482,5/20/05,21.4
9234,5/20/05,465.72
9460,5/20/05,140.22
9644,5/20/05,143.63
10657,5/20/05,8.19
11074,5/20/05,164.77
12379,5/20/05,305.31
19284,5/20/05,157.92
3150,5/21/05,416.39
3438,5/21/05,58.44
8173,5/21/05,122.71
9137,5/21/05,124.17
10882,5/21/05,1.11
12173,5/21/05,396.26
13312,5/21/05,401.39
15599,5/21/05,262.3
16998,5/21/05,15.5
17552,5/21/05,156.7
1897,5/22/05,105.1
5736,5/22/05,107.36
8156,5/22/05,348.82
10122,5/22/05,316.12
12613,5/22/05,36.07
13251,5/22/05,322.19
13636,5/22/05,73.57
13884,5/22/05,63.77
18794,5/22/05,155.3
2073,5/23/05,88.06
2390,5/23/05,94.84
2468,5/23/05,172.17
4691,5/23/05,315.53
5427,5/23/05,131.24
5682,5/23/05,310.03
5881,5/23/05,36.41
8652,5/23/05,90.99
12334,5/23/05,0.59
14267,5/23/05,41.98
21467,5/23/05,168.64
23552,5/23/05,447.52
1482,5/24/05,260.66
2182,5/24/05,416.91
2982,5/24/05,243.52
3764,5/24/05,144.68
7196,5/24/05,9.74
9392,5/24/05,32.34
11103,5/24/05,173.59
11886,5/24/05,321.4
18245,5/24/05,127.05
19088,5/24/05,68.81
22481,5/24/05,230.7
1290,5/25/05,276.08
5004,5/25/05,276.96
5513,5/25/05,242.64
6767,5/25/05,252.38
7046,5/25/05,173.14
10659,5/25/05,63.92
11135,5/25/05,99.92
12938,5/25/05,367.95
17603,5/25/05,121.42
21418,5/25/05,361.12
21673,5/25/05,96.78
23634,5/25/05,59.54
114,5/26/05,13.83
369,5/26/05,268.22
2039,5/26/05,402.67
2127,5/26/05,110.53
6718,5/26/05,172.17
6737,5/26/05,28.72
12294,5/26/05,37.04
13109,5/26/05,333.76
14918,5/26/05,452.65
20928,5/26/05,159.7
22068,5/26/05,318.12
22454,5/26/05,373.93
23476,5/26/05,151.48
24712,5/26/05,367.46
24993,5/26/05,121.6
25126,5/26/05,6949.98
818,5/27/05,12.06
948,5/27/05,13.83
1354,5/27/05,49.08
1833,5/27/05,95.38
5149,5/27/05,40.88
6064,5/27/05,367.31
6927,5/27/05,249.22
11087,5/27/05,223.26
13102,5/27/05,52.44
14189,5/27/05,70.95
14559,5/27/05,19.76
15772,5/27/05,155.03
19008,5/27/05,164.63
23119,5/27/05,188.85
1134,5/28/05,33.33
4332,5/28/05,90.4
7050,5/28/05,106.89
9247,5/28/05,342.54
9669,5/28/05,155.16
13082,5/28/05,9.9
13388,5/28/05,89.81
19921,5/28/05,99.19
21695,5/28/05,75.73
23484,5/28/05,111.28
24390,5/28/05,110.96
2772,5/29/05,216.54
5712,5/29/05,366.83
5730,5/29/05,163.07
7688,5/29/05,238.07
8423,5/29/05,140.67
12469,5/29/05,42.05
12820,5/29/05,44.17
13865,5/29/05,51.21
15447,5/29/05,55.81
17082,5/29/05,275.06
17761,5/29/05,85.95
24584,5/29/05,211.88
97,5/30/05,64.89
1251,5/30/05,319.44
2568,5/30/05,298.49
5907,5/30/05,45.83
7269,5/30/05,165.34
7780,5/30/05,422.49
8436,5/30/05,185.01
13309,5/30/05,281.36
19118,5/30/05,314.02
20091,5/30/05,206.18
24140,5/30/05,155.43
622,5/31/05,66.23
959,5/31/05,296.58
1651,5/31/05,151.96
1756,5/31/05,276.52
3299,5/31/05,125.36
5684,5/31/05,315.67
8515,5/31/05,69.92
15853,5/31/05,364.48
21946,5/31/05,209.26
24461,5/31/05,124.23
1100,6/1/05,322.05
1987,6/1/05,11.32
2900,6/1/05,77.55
3419,6/1/05,142.2
6242,6/1/05,336.81
6423,6/1/05,119.31
7606,6/1/05,91.61
8562,6/1/05,6.45
17444,6/1/05,275.07
18090,6/1/05,181.63
21660,6/1/05,223.41
24812,6/1/05,13.04
1904,6/2/05,118.15
2314,6/2/05,211.23
2803,6/2/05,156.16
3404,6/2/05,55.02
4958,6/2/05,410.91
6159,6/2/05,114.95
6654,6/2/05,86.95
11214,6/2/05,178.35
11657,6/2/05,51.84
13011,6/2/05,259.57
18918,6/2/05,60.93
22430,6/2/05,176.02
24233,6/2/05,66.28
2049,6/3/05,184.39
2194,6/3/05,144.99
3199,6/3/05,276.52
6560,6/3/05,85.29
7634,6/3/05,83.58
8881,6/3/05,131.28
12452,6/3/05,236.77
13187,6/3/05,159.39
14346,6/3/05,169.86
15866,6/3/05,289.08
19327,6/3/05,337.67
21167,6/3/05,324.74
24134,6/3/05,11.33
1330,6/4/05,20.41
2284,6/4/05,240.89
4401,6/4/05,272.71
4637,6/4/05,248.94
6146,6/4/05,55.32
9829,6/4/05,351.22
10960,6/4/05,27.93
12306,6/4/05,89.64
12745,6/4/05,123.01
14735,6/4/05,252.77
15247,6/4/05,137.06
21824,6/4/05,135.52
23634,6/4/05,56.1
188,6/5/05,451.48
1327,6/5/05,378.68
9046,6/5/05,59.46
9105,6/5/05,118.03
10541,6/5/05,89.06
16191,6/5/05,287.65
21192,6/5/05,292.65
21641,6/5/05,156.8
21716,6/5/05,344.02
23357,6/5/05,188.34
24554,6/5/05,161.2
2536,6/6/05,232.23
3842,6/6/05,462.03
5157,6/6/05,73
7108,6/6/05,62.33
8599,6/6/05,163.71
9124,6/6/05,231.6
12030,6/6/05,74.59
12210,6/6/05,408.38
12347,6/6/05,28.93
17275,6/6/05,148.68
23099,6/6/05,110.97
24125,6/6/05,152.97
246,6/7/05,82.76
1005,6/7/05,90.08
1627,6/7/05,28.61
7362,6/7/05,309.84
7672,6/7/05,402.47
7951,6/7/05,243.45
9401,6/7/05,421.68
11953,6/7/05,292.7
11959,6/7/05,297.93
12935,6/7/05,84.14
17012,6/7/05,53.77
21538,6/7/05,33.52
1142,6/8/05,229.96
2720,6/8/05,131.95
3166,6/8/05,185.19
3675,6/8/05,264.45
4839,6/8/05,200.84
6593,6/8/05,260.48
7228,6/8/05,205.59
9514,6/8/05,166.34
11393,6/8/05,45.32
13528,6/8/05,195.18
13771,6/8/05,220.18
14182,6/8/05,6.51
22970,6/8/05,229
23339,6/8/05,66.15
55,6/9/05,253.13
1563,6/9/05,3.84
4625,6/9/05,123.4
5174,6/9/05,219.5
7112,6/9/05,492.07
7564,6/9/05,266.56
7656,6/9/05,322.69
7950,6/9/05,280.66
17687,6/9/05,60.09
23409,6/9/05,232.53
1255,6/10/05,141.28
2953,6/10/05,36.05
3109,6/10/05,384.13
6454,6/10/05,294.25
6823,6/10/05,177.55
11000,6/10/05,301.49
11578,6/10/05,144.28
12977,6/10/05,306.69
14689,6/10/05,79.83
16137,6/10/05,117.63
16349,6/10/05,330.87
19723,6/10/05,261.3
22071,6/10/05,59.4
2046,6/11/05,128.71
4282,6/11/05,285.45
10458,6/11/05,106.51
10775,6/11/05,41.64
15220,6/11/05,76.6
19623,6/11/05,136.67
24791,6/11/05,106.53
952,6/12/05,81.28
9536,6/12/05,247.8
13507,6/12/05,82.01
15762,6/12/05,305.97
17034,6/12/05,211.91
20373,6/12/05,55.3
20674,6/12/05,345.25
2399,6/13/05,253.61
3089,6/13/05,66.25
3586,6/13/05,32.28
5069,6/13/05,155.64
6293,6/13/05,22.64
6314,6/13/05,216.04
7013,6/13/05,332.71
9623,6/13/05,431.57
9879,6/13/05,348.22
17065,6/13/05,86.55
17587,6/13/05,249.52
20657,6/13/05,192.48
20918,6/13/05,16.49
21070,6/13/05,43.82
24299,6/13/05,252.55
326,6/14/05,439.33
6403,6/14/05,138.63
8948,6/14/05,136.45
9128,6/14/05,351.56
11094,6/14/05,56.14
11616,6/14/05,3.6
13076,6/14/05,355.46
17004,6/14/05,154.13
17786,6/14/05,179.88
19398,6/14/05,217.53
19946,6/14/05,218.2
24792,6/14/05,166.55
25214,6/14/05,5461.3
405,6/15/05,104.54
2598,6/15/05,30.01
4260,6/15/05,53.61
7151,6/15/05,108.52
8030,6/15/05,358.38
8082,6/15/05,210.38
11051,6/15/05,288.86
14434,6/15/05,92.4
23977,6/15/05,137.51
24439,6/15/05,88.23
805,6/16/05,142.61
1660,6/16/05,147.95
2002,6/16/05,275.39
6313,6/16/05,304.27
9103,6/16/05,36.86
14719,6/16/05,17.15
18051,6/16/05,95.74
22600,6/16/05,116.67
25112,6/16/05,6691.66
283,6/17/05,97.81
2491,6/17/05,275.98
